,Value,Name,Season,Position,Age,Team
1392,82,Emmanuel Adebayor,12/13,ST,27,Tottenham Hotspur
1393,82,Ledley King,12/13,CB,31,Tottenham Hotspur
1394,82,Darren Bent,12/13,ST,28,Aston Villa
1395,82,Florent Malouda,12/13,LW,31,Chelsea
1396,82,Dimitar Berbatov,12/13,ST,31,Manchester United
1397,82,Gareth Barry,12/13,CDM,30,Manchester City
1398,82,Shay Given,12/13,GK,35,Aston Villa
1399,82,Ryan Giggs,12/13,LM,38,Manchester United
1400,81,Papiss Demba Cissé,12/13,ST,26,Newcastle United
1401,81,Bryan Ruíz,12/13,RW,26,Fulham
1402,81,Stéphane Sessègnon,12/13,CAM,27,Sunderland
1403,81,Aaron Lennon,12/13,RM,24,Tottenham Hotspur
1404,81,Raúl Meireles,12/13,CM,28,Chelsea
1405,81,Darren Fletcher,12/13,CM,28,Manchester United
1406,81,Michel Vorm,12/13,GK,28,Swansea City
1407,81,Nigel de Jong,12/13,CDM,27,Manchester City
1408,81,Jermain Defoe,12/13,ST,29,Tottenham Hotspur
1409,81,Brede Hangeland,12/13,CB,30,Fulham
1410,81,Ji Sung Park,12/13,RM,30,Manchester United
1411,81,Michael Carrick,12/13,CM,30,Manchester United
1412,81,Brad Friedel,12/13,GK,40,Tottenham Hotspur
1413,81,Paul Scholes,12/13,CM,37,Manchester United
1414,80,David Luiz,12/13,CB,24,Chelsea
1415,80,Lucas Leiva,12/13,CDM,25,Liverpool
1416,80,Daniel Sturridge,12/13,ST,22,Chelsea
1417,80,José Enrique,12/13,LB,26,Liverpool
1418,80,Micah Richards,12/13,RB,23,Manchester City
1419,80,Yohan Cabaye,12/13,CM,26,Newcastle United
1420,80,Martin Škrtel,12/13,CB,27,Liverpool
1421,80,Adam Johnson,12/13,LW,24,Manchester City
1422,80,John Obi Mikel,12/13,CDM,24,Chelsea
1423,80,Leighton Baines,12/13,LB,27,Everton
1424,80,Younès Kaboul,12/13,CB,26,Tottenham Hotspur
1425,80,Charlie Adam,12/13,CM,26,Liverpool
1426,80,Clint Dempsey,12/13,LM,28,Fulham
1427,80,Gaël Clichy,12/13,LB,26,Manchester City
1428,80,Joey Barton,12/13,CM,29,Queens Park Rangers
1429,80,Glen Johnson,12/13,RB,27,Liverpool
1430,80,Michael Dawson,12/13,CB,28,Tottenham Hotspur
1431,80,Phil Jagielka,12/13,CB,29,Everton
1432,80,Matthew Etherington,12/13,LM,30,Stoke City
1433,80,Fabricio Coloccini,12/13,CB,30,Newcastle United
1434,80,Tim Howard,12/13,GK,32,Everton
1435,80,Craig Bellamy,12/13,CF,32,Liverpool
1436,80,Djibril Cissé,12/13,ST,30,Queens Park Rangers
1437,80,Mark Schwarzer,12/13,GK,39,Fulham
1438,79,Sandro,12/13,CDM,22,Tottenham Hotspur
1439,79,Danny Welbeck,12/13,ST,21,Manchester United
1440,79,Aleksandar Kolarov,12/13,LB,26,Manchester City
1441,79,Ramires,12/13,CM,24,Chelsea
1442,79,Marouane Fellaini,12/13,CM,24,Everton
1443,79,Gary Cahill,12/13,CB,26,Chelsea
1444,79,Hatem Ben Arfa,12/13,RW,24,Newcastle United
1445,79,Salomon Kalou,12/13,RW,26,Chelsea
1446,79,Tom Huddlestone,12/13,CM,25,Tottenham Hotspur
1447,79,Bobby Zamora,12/13,ST,31,Queens Park Rangers
1448,79,Christopher Samba,12/13,CB,27,Blackburn Rovers
1449,79,José Bosingwa,12/13,RB,29,Chelsea
1450,78,Phil Jones,12/13,CB,19,Manchester United
1451,78,De Gea,12/13,GK,21,Manchester United
1452,78,Chris Smalling,12/13,CB,22,Manchester United
1453,78,Junior Hoilett,12/13,RW,21,Blackburn Rovers
1454,78,Kyle Walker,12/13,RB,21,Tottenham Hotspur
1455,78,Andy Carroll,12/13,ST,23,Liverpool
1456,78,Adel Taarabt,12/13,CAM,22,Queens Park Rangers
1457,78,Cheick Tioté,12/13,CM,25,Newcastle United
1458,78,Tim Krul,12/13,GK,23,Newcastle United
1459,78,Anderson,12/13,CM,23,Manchester United
1460,78,Nicklas Bendtner,12/13,ST,24,Sunderland
1461,78,Sebastian Larsson,12/13,RM,26,Sunderland
1462,78,Ben Foster,12/13,GK,28,West Bromwich Albion
1463,78,Niko Kranjčar,12/13,CAM,27,Tottenham Hotspur
1464,78,Benoit Assou-Ekotto,12/13,LB,27,Tottenham Hotspur
1465,78,Lee Chung-Yong,12/13,RM,23,Bolton Wanderers
1466,78,Kevin Doyle,12/13,ST,28,Wolverhampton Wanderers
1467,78,Jonás Gutiérrez,12/13,LM,28,Newcastle United
1468,78,Peter Odemwingie,12/13,ST,30,West Bromwich Albion
1469,78,Anders Lindegaard,12/13,GK,27,Manchester United
1470,78,Tim Cahill,12/13,CAM,32,Everton
1471,78,Damien Duff,12/13,LM,32,Fulham
1472,78,Jonathan Woodgate,12/13,CB,32,Stoke City
1473,78,Dirk Kuyt,12/13,RW,31,Liverpool
1474,78,Paul Robinson,12/13,GK,32,Blackburn Rovers
1475,78,Owen Hargreaves,12/13,CDM,31,Manchester City
1476,78,William Gallas,12/13,CB,34,Tottenham Hotspur
1477,78,Jamie Carragher,12/13,CB,34,Liverpool
1478,78,Richard Dunne,12/13,CB,32,Aston Villa
1479,78,John O'Shea,12/13,CB,30,Sunderland
1480,77,Tom Cleverley,12/13,CAM,22,Manchester United
1481,77,Martin Kelly,12/13,RB,21,Liverpool
1482,77,Jordan Henderson,12/13,RM,21,Liverpool
1483,77,Wilson Palacios,12/13,CDM,27,Stoke City
1484,77,Wayne Hennessey,12/13,GK,25,Wolverhampton Wanderers
1485,77,Jamie O'Hara,12/13,CM,25,Wolverhampton Wanderers
1486,77,Ryan Shawcross,12/13,CB,24,Stoke City
1487,77,Charles N'Zogbia,12/13,RM,25,Aston Villa
1488,77,Taye Taiwo,12/13,LB,26,Queens Park Rangers
1489,77,Stuart Holden,12/13,CM,26,Bolton Wanderers
1490,77,Steven Fletcher,12/13,ST,24,Wolverhampton Wanderers
1491,77,Nedum Onuoha,12/13,CB,25,Queens Park Rangers
1492,77,Matt Jarvis,12/13,LM,25,Wolverhampton Wanderers
1493,77,Leon Osman,12/13,CAM,30,Everton
1494,77,Kenwyne Jones,12/13,ST,27,Stoke City
1495,77,Ali Al-Habsi,12/13,GK,30,Wigan Athetic
1496,77,Pablo Zabaleta,12/13,RB,27,Manchester City
1497,77,Gomes,12/13,GK,30,Tottenham Hotspur
1498,77,Jermaine Pennant,12/13,RM,29,Stoke City
1499,77,Maximiliano Rodríguez,12/13,RW,31,Liverpool
1500,77,Craig Gordon,12/13,GK,29,Sunderland
1501,77,Peter Crouch,12/13,ST,31,Stoke City
1502,77,Steven Pienaar,12/13,LM,29,Everton
1503,77,Morten Gamst Pedersen,12/13,LM,30,Blackburn Rovers
1504,77,Danny Murphy,12/13,CM,34,Fulham
1505,77,Jussi Jääskeläinen,12/13,GK,36,Bolton Wanderers
1506,77,Louis Saha,12/13,ST,33,Tottenham Hotspur
1507,77,Shaun Wright-Phillips,12/13,RM,30,Queens Park Rangers
1508,77,Stiliyan Petrov,12/13,CM,32,Aston Villa
1509,77,David Vaughan,12/13,CM,28,Sunderland
1510,76,Rafael,12/13,RB,21,Manchester United
1511,76,Fábio,12/13,LB,21,Manchester United
1512,76,Steven N'Zonzi,12/13,CDM,23,Blackburn Rovers
1513,76,Jack Rodwell,12/13,CM,20,Everton
1514,76,Nikica Jelavić,12/13,ST,26,Everton
1515,76,Séamus Coleman,12/13,RM,23,Everton
1516,76,Asmir Begovic,12/13,GK,24,Stoke City
1517,76,Giovani dos Santos,12/13,RM,22,Tottenham Hotspur
1518,76,Jonny Evans,12/13,CB,24,Manchester United
1519,76,Fabrice Muamba,12/13,CDM,23,Bolton Wanderers
1520,76,Moussa Dembélé,12/13,CF,24,Fulham
1521,76,Steven Taylor,12/13,CB,26,Newcastle United
1522,76,Scott Dann,12/13,CB,24,Blackburn Rovers
1523,76,Pavel Pogrebnyak,12/13,ST,28,Fulham
1524,76,Alan Hutton,12/13,RB,27,Aston Villa
1525,76,Nigel Reo-Coker,12/13,CDM,27,Bolton Wanderers
1526,76,Kieran Richardson,12/13,LB,27,Sunderland
1527,76,Robert Huth,12/13,CB,27,Stoke City
1528,76,David Dunn,12/13,CAM,32,Blackburn Rovers
1529,76,John Heitinga,12/13,CDM,28,Everton
1530,76,Sylvain Distin,12/13,CB,34,Everton
1531,76,David Pizarro,12/13,CM,32,Manchester City
1532,76,Paddy Kenny,12/13,GK,33,Queens Park Rangers
1533,76,Andrew Johnson,12/13,ST,31,Fulham
1534,76,Wes Brown,12/13,CB,32,Sunderland
1535,76,John Arne Riise,12/13,LB,31,Fulham
1536,76,Carlo Cudicini,12/13,GK,38,Tottenham Hotspur
1537,75,Romelu Lukaku,12/13,ST,18,Chelsea
1538,75,Davide Santon,12/13,LB,21,Newcastle United
1539,75,Gylfi Sigurðsson,12/13,CAM,22,Swansea City
1540,75,Marc Albrighton,12/13,RM,22,Aston Villa
1541,75,Ciaran Clark,12/13,CB,22,Aston Villa
1542,75,Nathan Dyer,12/13,RW,24,Swansea City
1543,75,Sébastien Bassong,12/13,CB,25,Wolverhampton Wanderers
1544,75,Graham Dorrans,12/13,CM,24,West Bromwich Albion
1545,75,Stephen Ireland,12/13,CAM,25,Aston Villa
1546,75,Mark Davies,12/13,CAM,23,Bolton Wanderers
1547,75,Lee Cattermole,12/13,CM,23,Sunderland
1548,75,Danny Simpson,12/13,RB,25,Newcastle United
1549,75,Shane Long,12/13,ST,25,West Bromwich Albion
1550,75,Brad Guzan,12/13,GK,27,Aston Villa
1551,75,Gabriel Agbonlahor,12/13,ST,25,Aston Villa
1552,75,Glenn Whelan,12/13,CM,28,Stoke City
1553,75,Steve Morison,12/13,ST,28,Norwich City
1554,75,Sylvain Marveaux,12/13,LM,25,Newcastle United
1555,75,Wesley Hoolahan,12/13,CAM,29,Norwich City
1556,75,Jonathan Walters,12/13,ST,28,Stoke City
1557,75,Zoltán Gera,12/13,RM,32,West Bromwich Albion
1558,75,Thomas Sørensen,12/13,GK,35,Stoke City
1559,75,Doni,12/13,GK,32,Liverpool
1560,75,Steve Sidwell,12/13,CM,29,Fulham
1561,75,Ricardo Fuller,12/13,ST,32,Stoke City
1562,75,Tomasz Kuszczak,12/13,GK,29,Manchester United
1563,75,Dickson Etuhu,12/13,CDM,29,Fulham
1564,75,Roger Johnson,12/13,CB,28,Wolverhampton Wanderers
1565,75,Chris Brunt,12/13,RM,27,West Bromwich Albion
1566,75,Jermaine Jenas,12/13,CM,28,Aston Villa
1567,75,Jonas Olsson,12/13,CB,28,West Bromwich Albion
1568,75,Paul Scharner,12/13,CDM,31,West Bromwich Albion
1569,75,James McFadden,12/13,LM,28,Everton
1570,75,Dean Whitehead,12/13,CM,30,Stoke City
1571,75,James Collins,12/13,CB,28,Aston Villa
1572,75,Aaron Hughes,12/13,CB,32,Fulham
1573,75,Kevin Davies,12/13,ST,34,Bolton Wanderers
1574,75,Ivan Klasnić,12/13,ST,32,Bolton Wanderers
1575,75,Michael Owen,12/13,ST,32,Manchester United
1576,75,Ryan Nelsen,12/13,CB,34,Tottenham Hotspur
1577,74,Samba Diakité,12/13,CDM,23,Queens Park Rangers
1578,74,Costel Pantilimon,12/13,GK,25,Manchester City
1579,74,Ahmed El Mohamady,12/13,RM,24,Sunderland
1580,74,James McCarthy,12/13,CM,21,Wigan Athetic
1581,74,Martin Olsson,12/13,LB,23,Blackburn Rovers
1582,74,Youssouf Mulumbu,12/13,CDM,25,West Bromwich Albion
1583,74,Craig Gardner,12/13,CM,25,Sunderland
1584,74,Royston Drenthe,12/13,LM,24,Everton
1585,74,Maynor Figueroa,12/13,LB,28,Wigan Athetic
1586,74,Simon Mignolet,12/13,GK,23,Sunderland
1587,74,Keiren Westwood,12/13,GK,27,Sunderland
1588,74,Danny Rose,12/13,LB,21,Tottenham Hotspur
1589,74,Danny Guthrie,12/13,CM,24,Newcastle United
1590,74,Hugo Rodallega,12/13,ST,26,Wigan Athetic
1591,74,Simon Vukčević,12/13,RW,26,Blackburn Rovers
1592,74,Marc Wilson,12/13,LB,24,Stoke City
1593,74,Ashley Williams,12/13,CB,27,Swansea City
1594,74,John Ruddy,12/13,GK,25,Norwich City
1595,74,Danny Graham,12/13,ST,26,Swansea City
1596,74,Hilário,12/13,GK,36,Chelsea
1597,74,Andy Wilkinson,12/13,RB,27,Stoke City
1598,74,Jean Beausejour,12/13,LM,27,Wigan Athetic
1599,74,Christophe Berra,12/13,CB,27,Wolverhampton Wanderers
1600,74,Mike Williamson,12/13,CB,28,Newcastle United
1601,74,David Bentley,12/13,RM,27,Tottenham Hotspur
1602,74,Carlos Cuéllar,12/13,CB,30,Aston Villa
1603,74,Tuncay,12/13,CF,30,Bolton Wanderers
1604,74,Michael Turner,12/13,CB,28,Sunderland
1605,74,Paulo Ferreira,12/13,RB,33,Chelsea
1606,74,Yakubu,12/13,ST,29,Blackburn Rovers
1607,74,Sotirios Kyrgiakos,12/13,CB,32,Sunderland
1608,74,Stephen Warnock,12/13,LB,30,Aston Villa
1609,74,Luke Young,12/13,RB,32,Queens Park Rangers
1610,74,Matthew Upson,12/13,CB,32,Stoke City
1611,74,Tony Hibbert,12/13,RB,30,Everton
1612,74,Simon Davies,12/13,RM,32,Fulham
1613,74,Gaël Givet,12/13,CB,30,Blackburn Rovers
1614,74,Ryan Taylor,12/13,LB,27,Newcastle United
1615,74,Martin Petrov,12/13,LM,33,Bolton Wanderers
1616,74,Titus Bramble,12/13,CB,30,Sunderland
1617,74,Phil Neville,12/13,RB,35,Everton
1618,73,Nenad Milijaš,12/13,CM,28,Wolverhampton Wanderers
1619,73,Dan Gosling,12/13,CM,22,Newcastle United
1620,73,Joe Allen,12/13,CM,21,Swansea City
1621,73,Ádám Bogdán,12/13,GK,24,Bolton Wanderers
1622,73,Barry Bannan,12/13,CM,22,Aston Villa
1623,73,Jay Spearing,12/13,CM,23,Liverpool
1624,73,Anthony Modeste,12/13,ST,23,Blackburn Rovers
1625,73,David Stockdale,12/13,GK,26,Fulham
1626,73,Darron Gibson,12/13,CM,24,Everton
1627,73,Victor Anichebe,12/13,ST,23,Everton
1628,73,Scott Sinclair,12/13,LW,22,Swansea City
1629,73,David Wheater,12/13,CB,24,Bolton Wanderers
1630,73,Stephen Ward,12/13,LB,26,Wolverhampton Wanderers
1631,73,Cameron Jerome,12/13,ST,25,Stoke City
1632,73,Phil Bardsley,12/13,RB,26,Sunderland
1633,73,Chris Eagles,12/13,RM,26,Bolton Wanderers
1634,73,Ross Turnbull,12/13,GK,27,Chelsea
1635,73,Liam Ridgewell,12/13,CB,27,West Bromwich Albion
1636,73,Stephen Hunt,12/13,LM,30,Wolverhampton Wanderers
1637,73,Jerome Thomas,12/13,LM,28,West Bromwich Albion
1638,73,Leon Best,12/13,ST,25,Newcastle United
1639,73,Alejandro Faurlín,12/13,CM,25,Queens Park Rangers
1640,73,DJ Campbell,12/13,ST,30,Queens Park Rangers
1641,73,Leon Britton,12/13,CM,29,Swansea City
1642,73,Antolín Alcaraz,12/13,CB,29,Wigan Athetic
1643,73,Gabriel Tamaş,12/13,CB,28,West Bromwich Albion
1644,73,Tyrone Mears,12/13,RB,28,Bolton Wanderers
1645,73,Grétar Steinsson,12/13,RB,30,Bolton Wanderers
1646,73,Karl Henry,12/13,CDM,29,Wolverhampton Wanderers
1647,73,Wayne Routledge,12/13,RW,27,Swansea City
1648,73,Gary Caldwell,12/13,CB,29,Wigan Athetic
1649,73,Fábio Aurélio,12/13,LB,32,Liverpool
1650,73,Grant Holt,12/13,ST,30,Norwich City
1651,72,Oriol Romeu,12/13,CDM,20,Chelsea
1652,72,Magaye Gueye,12/13,LM,21,Everton
1653,72,Jack Colback,12/13,CM,22,Sunderland
1654,72,Kyle Naughton,12/13,RB,23,Norwich City
1655,72,Federico Macheda,12/13,ST,20,Queens Park Rangers
1656,72,Orlando Sá,12/13,ST,23,Fulham
1657,72,David N'Gog,12/13,ST,22,Bolton Wanderers
1658,72,David Goodwillie,12/13,ST,22,Blackburn Rovers
1659,72,Victor Moses,12/13,RW,21,Wigan Athetic
1660,72,Fraizer Campbell,12/13,ST,24,Sunderland
1661,72,Sylvan Ebanks-Blake,12/13,ST,25,Wolverhampton Wanderers
1662,72,Russell Martin,12/13,RB,26,Norwich City
1663,72,Ben Watson,12/13,CM,26,Wigan Athetic
1664,72,Darren Pratley,12/13,CM,26,Bolton Wanderers
1665,72,Richard Stearman,12/13,CB,24,Wolverhampton Wanderers
1666,72,Sam Ricketts,12/13,RB,30,Bolton Wanderers
1667,72,Michael Kightly,12/13,RM,26,Wolverhampton Wanderers
1668,72,Jay Bothroyd,12/13,ST,29,Queens Park Rangers
1669,72,Anton Ferdinand,12/13,CB,26,Queens Park Rangers
1670,72,Zat Knight,12/13,CB,31,Bolton Wanderers
1671,72,Steve Harper,12/13,GK,36,Newcastle United
1672,72,Stuart Taylor,12/13,GK,31,Manchester City
1673,72,Philippe Senderos,12/13,CB,26,Fulham
1674,72,Gerhard Tremmel,12/13,GK,33,Swansea City
1675,72,Chris Kirkland,12/13,GK,30,Wigan Athetic
1676,72,Moreira,12/13,GK,29,Swansea City
1677,72,Wayne Bridge,12/13,LB,31,Sunderland
1678,71,Ryo Miyaichi,12/13,LW,19,Bolton Wanderers
1679,71,Josh McEachran,12/13,CM,18,Swansea City
1680,71,Dedryck Boyata,12/13,CB,21,Bolton Wanderers
1681,71,Sebastián Coates,12/13,CB,21,Liverpool
1682,71,Radosav Petrović,12/13,CDM,22,Blackburn Rovers
1683,71,Jonjo Shelvey,12/13,CM,19,Liverpool
1684,71,Rafik Halliche,12/13,CB,25,Fulham
1685,71,Eric Lichaj,12/13,RB,23,Aston Villa
1686,71,Jonathan Howson,12/13,CAM,23,Norwich City
1687,71,Anthony Pilkington,12/13,LM,23,Norwich City
1688,71,Ákos Buzsáky,12/13,CAM,29,Queens Park Rangers
1689,71,Jordi Gómez,12/13,CAM,26,Wigan Athetic
1690,71,James Vaughan,12/13,ST,23,Norwich City
1691,71,James Morrison,12/13,RM,25,West Bromwich Albion
1692,71,Paul Robinson,12/13,LB,33,Bolton Wanderers
1693,71,Tommy Smith,12/13,RW,31,Queens Park Rangers
1694,71,Márton Fülöp,12/13,GK,28,West Bromwich Albion
1695,71,Àngel Rangel,12/13,RB,29,Swansea City
1696,71,Bradley Johnson,12/13,CM,24,Norwich City
1697,71,Danny Collins,12/13,CB,31,Stoke City
1698,71,Chris Baird,12/13,RB,29,Fulham
1699,71,Ronnie Stam,12/13,RB,27,Wigan Athetic
1700,71,Stephen Dobbie,12/13,CAM,29,Swansea City
1701,71,Crusat,12/13,LW,29,Wigan Athetic
1702,71,Gareth McAuley,12/13,CB,32,West Bromwich Albion
1703,71,Peter Løvenkrands,12/13,CF,32,Newcastle United
1704,71,Nicky Shorey,12/13,LB,30,West Bromwich Albion
1705,71,Marcus Hahnemann,12/13,GK,39,Everton
1706,71,Bjørn Helge Riise,12/13,RM,28,Fulham
1707,71,Shola Ameobi,12/13,ST,30,Newcastle United
1708,71,Zdeněk Grygera,12/13,RB,31,Fulham
1709,71,Steven Reid,12/13,RB,30,West Bromwich Albion
1710,71,Rory Delap,12/13,CM,35,Stoke City
1711,70,Stefan Savić,12/13,CB,21,Manchester City
1712,70,Apostolos Vellios,12/13,ST,20,Everton
1713,70,João Silva,12/13,ST,21,Everton
1714,70,Daniel Ayala,12/13,CB,21,Norwich City
1715,70,Steven Caulker,12/13,CB,20,Swansea City
1716,70,Mauro Formica,12/13,CF,23,Blackburn Rovers
1717,70,Gary Gardner,12/13,CM,19,Aston Villa
1718,70,Connor Wickham,12/13,ST,18,Sunderland
1719,70,Jake Livermore,12/13,CM,22,Tottenham Hotspur
1720,70,Franco di Santo,12/13,ST,22,Wigan Athetic
1721,70,Gabriel Obertan,12/13,RM,22,Newcastle United
1722,70,Andrew Surman,12/13,LM,25,Norwich City
1723,70,Eggert Jónsson,12/13,CDM,23,Wolverhampton Wanderers
1724,70,Conor Sammon,12/13,ST,25,Wigan Athetic
1725,70,Adam Hammill,12/13,RM,24,Wolverhampton Wanderers
1726,70,Armand Traoré,12/13,LB,22,Queens Park Rangers
1727,70,Andrew Crofts,12/13,CM,27,Norwich City
1728,70,Simon Cox,12/13,ST,24,West Bromwich Albion
1729,70,Stephen Kelly,12/13,RB,28,Fulham
1730,70,Kevin Foley,12/13,RB,27,Wolverhampton Wanderers
1731,70,Matthew Kilgallon,12/13,CB,28,Sunderland
1732,70,Heidar Helguson,12/13,ST,34,Queens Park Rangers
1733,70,Garry Monk,12/13,CB,32,Swansea City
1734,70,Shaun Maloney,12/13,CAM,29,Wigan Athetic
1735,70,Dorus de Vries,12/13,GK,31,Wolverhampton Wanderers
1736,70,Danny Gabbidon,12/13,CB,32,Queens Park Rangers
1737,70,Jody Craddock,12/13,CB,36,Wolverhampton Wanderers
1738,70,Emile Heskey,12/13,ST,34,Aston Villa
1739,69,Denis Stracqualursi,12/13,ST,24,Everton
1740,69,John Flanagan,12/13,RB,19,Liverpool
1741,69,Dong Won Ji,12/13,ST,20,Sunderland
1742,69,Ross Barkley,12/13,CAM,18,Everton
1743,69,Tim Ream,12/13,CB,24,Bolton Wanderers
1744,69,Pajtim Kasami,12/13,RM,19,Fulham
1745,69,Marcos Alonso,12/13,LB,21,Bolton Wanderers
1746,69,Marvin Sordell,12/13,ST,20,Bolton Wanderers
1747,69,Mohamed Diamé,12/13,CM,24,Wigan Athetic
1748,69,Elliott Bennett,12/13,RM,23,Norwich City
1749,69,Kemy Agustien,12/13,CM,25,Swansea City
1750,69,Neil Taylor,12/13,LB,23,Swansea City
1751,69,Ján Mucha,12/13,GK,29,Everton
1752,69,Ryan Bertrand,12/13,LB,22,Chelsea
1753,69,Somen Tchoyi,12/13,RM,28,West Bromwich Albion
1754,69,Leroy Lita,12/13,ST,27,Swansea City
1755,69,Elliott Ward,12/13,CB,27,Norwich City
1756,69,Alan Tate,12/13,CB,29,Swansea City
1757,69,David Fox,12/13,CM,28,Norwich City
1758,69,Shaun Derry,12/13,CDM,34,Queens Park Rangers
1759,69,Keith Andrews,12/13,CM,31,West Bromwich Albion
1760,69,Sean Davis,12/13,CM,32,Bolton Wanderers
1761,69,Vincenzo Grella,12/13,CDM,32,Blackburn Rovers
1762,69,Kieron Dyer,12/13,CM,33,Queens Park Rangers
1763,69,Ricardo Gardner,12/13,LM,33,Bolton Wanderers
1764,68,Kerim Frei,12/13,LM,18,Fulham
1765,68,Marcus Bettinelli,12/13,GK,19,Fulham
1766,68,Jason Lowe,12/13,RB,20,Blackburn Rovers
1767,68,Grant Hanley,12/13,CB,20,Blackburn Rovers
1768,68,James McClean,12/13,LM,22,Sunderland
1769,68,Craig Dawson,12/13,CB,21,West Bromwich Albion
1770,68,Callum McManaman,12/13,LW,20,Wigan Athetic
1771,68,David Meyler,12/13,CM,22,Sunderland
1772,68,Adrián López,12/13,CB,24,Wigan Athetic
1773,68,Chris Herd,12/13,CM,22,Aston Villa
1774,68,Ritchie De Laet,12/13,CB,23,Manchester United
1775,68,James McArthur,12/13,CM,24,Wigan Athetic
1776,68,Marc Tierney,12/13,LB,26,Norwich City
1777,68,Simeon Jackson,12/13,ST,24,Norwich City
1778,68,Leon Barnett,12/13,CB,26,Norwich City
1779,68,James Perch,12/13,RB,26,Newcastle United
1780,68,David Jones,12/13,CM,27,Wigan Athetic
1781,68,Luke Moore,12/13,ST,25,Swansea City
1782,68,Marc-Antoine Fortuné,12/13,ST,30,West Bromwich Albion
1783,68,Billy Jones,12/13,RB,24,West Bromwich Albion
1784,68,Zak Whitbread,12/13,CB,27,Norwich City
1785,68,Robbie Blake,12/13,CF,35,Bolton Wanderers
1786,68,Mamady Sidibe,12/13,ST,32,Stoke City
1787,68,Ferrie Bodde,12/13,CM,29,Swansea City
1788,68,Clint Hill,12/13,CB,33,Queens Park Rangers
1789,68,Mark Gower,12/13,CM,33,Swansea City
1790,68,Emmerson Boyce,12/13,RB,32,Wigan Athetic
1791,68,Salif Diao,12/13,CDM,35,Stoke City
1792,68,Rob Hulse,12/13,ST,32,Queens Park Rangers
1793,67,Andreas Weimann,12/13,ST,20,Aston Villa
1794,67,Hendry Thomas,12/13,CDM,26,Wigan Athetic
1795,67,Nile Ranger,12/13,ST,20,Newcastle United
1796,67,José Baxter,12/13,CF,20,Everton
1797,67,Peter Ramage,12/13,CB,28,Queens Park Rangers
1798,67,Marcos Angeleri,12/13,RB,28,Sunderland
1799,67,David Edwards,12/13,CAM,26,Wolverhampton Wanderers
1800,67,Steve Gohouri,12/13,CB,31,Wigan Athetic
1801,67,Jamie Mackie,12/13,ST,26,Queens Park Rangers
1802,67,Bradley Orr,12/13,RB,29,Blackburn Rovers
1803,67,Brian Murphy,12/13,GK,28,Queens Park Rangers
1804,67,Lee Cook,12/13,LM,29,Queens Park Rangers
1805,67,Danny Shittu,12/13,CB,31,Queens Park Rangers
1806,67,Fitz Hall,12/13,CB,31,Queens Park Rangers
1807,67,Michel Salgado,12/13,RB,36,Blackburn Rovers
1808,66,Adam Henley,12/13,RB,17,Blackburn Rovers
1809,66,Joe Riley,12/13,RB,20,Bolton Wanderers
1810,66,Amine Linganzi,12/13,CDM,22,Blackburn Rovers
1811,66,Nathan Baker,12/13,CB,20,Aston Villa
1812,66,Bongani Khumalo,12/13,CB,25,Tottenham Hotspur
1813,66,Rochina,12/13,RM,20,Blackburn Rovers
1814,66,Hogan Ephraim,12/13,CAM,23,Queens Park Rangers
1815,66,Nick Blackman,12/13,ST,22,Blackburn Rovers
1816,66,Ben Amos,12/13,GK,21,Manchester United
1817,66,Ryan Shotton,12/13,RM,23,Stoke City
1818,66,Bruno Ribeiro,12/13,RB,28,Blackburn Rovers
1819,66,Carl Ikeme,12/13,GK,25,Wolverhampton Wanderers
1820,66,Ronald Zubar,12/13,RB,26,Wolverhampton Wanderers
1821,66,Radek Černý,12/13,GK,37,Queens Park Rangers
1822,66,Simon Lappin,12/13,LM,29,Norwich City
1823,66,Mike Pollitt,12/13,GK,39,Wigan Athetic
1824,65,Rory Donnelly,12/13,ST,19,Swansea City
1825,65,Jordan Rugg,12/13,ST,20,Wigan Athetic
1826,65,Shane Duffy,12/13,CB,20,Everton
1827,65,Tamás Kádár,12/13,CB,21,Newcastle United
1828,65,Rob Elliot,12/13,GK,25,Newcastle United
1829,65,Mark Bunn,12/13,GK,27,Blackburn Rovers
1830,65,Gunnar Nielsen,12/13,GK,25,Manchester City
1831,65,Adam Drury,12/13,LB,33,Norwich City
1832,64,Cristian Ceballos,12/13,CF,19,Tottenham Hotspur
1833,64,Marcello Trotta,12/13,ST,19,Fulham
1834,64,Adam Blakeman,12/13,CM,20,Bolton Wanderers
1835,64,Shane Ferguson,12/13,LB,20,Newcastle United
1836,64,Diego Arismendi,12/13,CM,24,Stoke City
1837,64,Jacob Mellis,12/13,CAM,21,Chelsea
1838,64,Simon Dawkins,12/13,CAM,24,Tottenham Hotspur
1839,64,Brad Jones,12/13,GK,29,Liverpool
1840,64,Orlandi,12/13,CM,27,Swansea City
1841,63,Jay Lynch,12/13,GK,18,Bolton Wanderers
1842,63,Anthony Forde,12/13,LM,18,Wolverhampton Wanderers
1843,63,Sammy Ameobi,12/13,LM,19,Newcastle United
1844,63,Benjamin Siegrist,12/13,GK,20,Aston Villa
1845,63,Jordan Slew,12/13,ST,19,Blackburn Rovers
1846,63,Scott Allan,12/13,CM,20,West Bromwich Albion
1847,63,Jack Robinson,12/13,LB,18,Liverpool
1848,63,Nathaniel Mendez-Laing,12/13,RM,19,Wolverhampton Wanderers
1849,63,Ashley Richards,12/13,RB,20,Swansea City
