Field,Image,Field1,Image2,Field3,Field4,Field5,Field6,Field7,Field8,Field9,Image10
https://www.fifaindex.com/player/46027/geovanni/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/46027.png,https://www.fifaindex.com/players/fifa10/?nationality=54,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/54.png,75,81,Geovanni,https://www.fifaindex.com/players/fifa10/?position=14,RWM,29,https://www.fifaindex.com/team/1952/hull-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1952.png
https://www.fifaindex.com/player/45577/pascal-chimbonda/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/45577.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,75,82,Pascal Chimbonda,https://www.fifaindex.com/players/fifa10/?position=3,RB,30,https://www.fifaindex.com/team/3/blackburn-rovers/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/3.png
https://www.fifaindex.com/player/45062/ga%C3%ABl-givet/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/45062.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,75,82,Gaël Givet,https://www.fifaindex.com/players/fifa10/?position=5,CB,27,https://www.fifaindex.com/team/3/blackburn-rovers/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/3.png
https://www.fifaindex.com/player/39521/aruna-dindane/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/39521.png,https://www.fifaindex.com/players/fifa10/?nationality=108,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/108.png,75,83,Aruna Dindane,https://www.fifaindex.com/players/fifa10/?position=30,ST,28,https://www.fifaindex.com/team/1790/portsmouth/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1790.png
https://www.fifaindex.com/player/35889/sean-davis/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/35889.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,75,78,Sean Davis,https://www.fifaindex.com/players/fifa10/?position=11,CDM,29,https://www.fifaindex.com/team/4/bolton-wanderers/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/4.png
https://www.fifaindex.com/player/30620/steven-reid/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/30620.png,https://www.fifaindex.com/players/fifa10/?nationality=25,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/25.png,75,79,Steven Reid,https://www.fifaindex.com/players/fifa10/?position=17,CM,28,https://www.fifaindex.com/team/3/blackburn-rovers/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/3.png
https://www.fifaindex.com/player/20232/danny-murphy/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/20232.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,75,79,Danny Murphy,https://www.fifaindex.com/players/fifa10/?position=17,CM,32,https://www.fifaindex.com/team/144/fulham/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/144.png
https://www.fifaindex.com/player/19292/james-collins/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/19292.png,https://www.fifaindex.com/players/fifa10/?nationality=50,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/50.png,75,78,James Collins,https://www.fifaindex.com/players/fifa10/?position=5,CB,26,https://www.fifaindex.com/team/2/aston-villa/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/2.png
https://www.fifaindex.com/player/18919/steed-malbranque/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/18919.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,75,83,Steed Malbranque,https://www.fifaindex.com/players/fifa10/?position=15,RM,29,https://www.fifaindex.com/team/106/sunderland/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/106.png
https://www.fifaindex.com/player/13349/kieron-dyer/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/13349.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,75,80,Kieron Dyer,https://www.fifaindex.com/players/fifa10/?position=23,CAM,30,https://www.fifaindex.com/team/19/west-ham-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/19.png
https://www.fifaindex.com/player/11642/james-beattie/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/11642.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,75,80,James Beattie,https://www.fifaindex.com/players/fifa10/?position=30,ST,31,https://www.fifaindex.com/team/1806/stoke-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1806.png
https://www.fifaindex.com/player/2823/lu%C3%ADs-boa-morte/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/2823.png,https://www.fifaindex.com/players/fifa10/?nationality=38,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/38.png,75,82,Luís Boa Morte,https://www.fifaindex.com/players/fifa10/?position=20,LWM,32,https://www.fifaindex.com/team/19/west-ham-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/19.png
https://www.fifaindex.com/player/2742/ricardo-gardner/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/2742.png,https://www.fifaindex.com/players/fifa10/?nationality=82,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/82.png,75,77,Ricardo Gardner,https://www.fifaindex.com/players/fifa10/?position=20,LWM,30,https://www.fifaindex.com/team/4/bolton-wanderers/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/4.png
https://www.fifaindex.com/player/2062/lee-bowyer/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/2062.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,75,79,Lee Bowyer,https://www.fifaindex.com/players/fifa10/?position=17,CM,32,https://www.fifaindex.com/team/88/birmingham-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/88.png
https://www.fifaindex.com/player/1964/antti-niemi/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/1964.png,https://www.fifaindex.com/players/fifa10/?nationality=17,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/17.png,75,80,Antti Niemi,https://www.fifaindex.com/players/fifa10/?position=0,GK,37,https://www.fifaindex.com/team/1790/portsmouth/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1790.png
https://www.fifaindex.com/player/1175/steve-finnan/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/1175.png,https://www.fifaindex.com/players/fifa10/?nationality=25,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/25.png,75,82,Steve Finnan,https://www.fifaindex.com/players/fifa10/?position=3,RB,33,https://www.fifaindex.com/team/1790/portsmouth/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1790.png
https://www.fifaindex.com/player/191200/nenad-milija%C5%A1/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/191200.png,https://www.fifaindex.com/players/fifa10/?nationality=51,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/51.png,74,81,Nenad Milijaš,https://www.fifaindex.com/players/fifa10/?position=17,CM,26,https://www.fifaindex.com/team/110/wolverhampton-wanderers/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/110.png
https://www.fifaindex.com/player/186561/aaron-ramsey/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/186561.png,https://www.fifaindex.com/players/fifa10/?nationality=50,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/50.png,74,86,Aaron Ramsey,https://www.fifaindex.com/players/fifa10/?position=17,CM,18,https://www.fifaindex.com/team/1/arsenal/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1.png
https://www.fifaindex.com/player/186140/federico-macheda/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/186140.png,https://www.fifaindex.com/players/fifa10/?nationality=27,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/27.png,74,84,Federico Macheda,https://www.fifaindex.com/players/fifa10/?position=30,ST,18,https://www.fifaindex.com/team/11/manchester-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/11.png
https://www.fifaindex.com/player/184749/dan-gosling/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/184749.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,74,84,Dan Gosling,https://www.fifaindex.com/players/fifa10/?position=15,RM,19,https://www.fifaindex.com/team/7/everton/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/7.png
https://www.fifaindex.com/player/184467/nathan-delfouneso/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/184467.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,74,85,Nathan Delfouneso,https://www.fifaindex.com/players/fifa10/?position=30,ST,18,https://www.fifaindex.com/team/2/aston-villa/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/2.png
https://www.fifaindex.com/player/176237/jozy-altidore/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/176237.png,https://www.fifaindex.com/players/fifa10/?nationality=95,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/95.png,74,85,Jozy Altidore,https://www.fifaindex.com/players/fifa10/?position=30,ST,19,https://www.fifaindex.com/team/1952/hull-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1952.png
https://www.fifaindex.com/player/171831/michael-mancienne/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/171831.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,74,83,Michael Mancienne,https://www.fifaindex.com/players/fifa10/?position=5,CB,21,https://www.fifaindex.com/team/110/wolverhampton-wanderers/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/110.png
https://www.fifaindex.com/player/170919/jordi-g%C3%B3mez/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/170919.png,https://www.fifaindex.com/players/fifa10/?nationality=45,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/45.png,74,78,Jordi Gómez,https://www.fifaindex.com/players/fifa10/?position=23,CAM,24,https://www.fifaindex.com/team/1917/wigan-athletic/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1917.png
https://www.fifaindex.com/player/169586/fraizer-campbell/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/169586.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,74,77,Fraizer Campbell,https://www.fifaindex.com/players/fifa10/?position=30,ST,21,https://www.fifaindex.com/team/106/sunderland/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/106.png
https://www.fifaindex.com/player/168565/hugo-rodallega/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/168565.png,https://www.fifaindex.com/players/fifa10/?nationality=56,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/56.png,74,79,Hugo Rodallega,https://www.fifaindex.com/players/fifa10/?position=30,ST,24,https://www.fifaindex.com/team/1917/wigan-athletic/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1917.png
https://www.fifaindex.com/player/163418/younes-kaboul/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/163418.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,74,79,Younes Kaboul,https://www.fifaindex.com/players/fifa10/?position=5,CB,23,https://www.fifaindex.com/team/1790/portsmouth/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1790.png
https://www.fifaindex.com/player/162473/ross-turnbull/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/162473.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,74,82,Ross Turnbull,https://www.fifaindex.com/players/fifa10/?position=0,GK,24,https://www.fifaindex.com/team/5/chelsea/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/5.png
https://www.fifaindex.com/player/156726/julien-faubert/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/156726.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,74,81,Julien Faubert,https://www.fifaindex.com/players/fifa10/?position=15,RM,26,https://www.fifaindex.com/team/19/west-ham-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/19.png
https://www.fifaindex.com/player/151225/danny-collins/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/151225.png,https://www.fifaindex.com/players/fifa10/?nationality=50,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/50.png,74,77,Danny Collins,https://www.fifaindex.com/players/fifa10/?position=5,CB,29,https://www.fifaindex.com/team/1806/stoke-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1806.png
https://www.fifaindex.com/player/149249/diomansy-kamar%C3%A1/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/149249.png,https://www.fifaindex.com/players/fifa10/?nationality=136,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/136.png,74,78,Diomansy Kamará,https://www.fifaindex.com/players/fifa10/?position=30,ST,28,https://www.fifaindex.com/team/144/fulham/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/144.png
https://www.fifaindex.com/player/148627/riga-mustapha/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/148627.png,https://www.fifaindex.com/players/fifa10/?nationality=34,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/34.png,74,77,Riga Mustapha,https://www.fifaindex.com/players/fifa10/?position=14,RWM,27,https://www.fifaindex.com/team/4/bolton-wanderers/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/4.png
https://www.fifaindex.com/player/135594/thomas-s%C3%B8rensen/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/135594.png,https://www.fifaindex.com/players/fifa10/?nationality=13,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/13.png,74,78,Thomas Sørensen,https://www.fifaindex.com/players/fifa10/?position=0,GK,33,https://www.fifaindex.com/team/1806/stoke-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1806.png
https://www.fifaindex.com/player/122428/nadir-belhadj/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/122428.png,https://www.fifaindex.com/players/fifa10/?nationality=97,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/97.png,74,82,Nadir Belhadj,https://www.fifaindex.com/players/fifa10/?position=8,LWB,27,https://www.fifaindex.com/team/1790/portsmouth/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1790.png
https://www.fifaindex.com/player/116197/ricardo-fuller/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/116197.png,https://www.fifaindex.com/players/fifa10/?nationality=82,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/82.png,74,78,Ricardo Fuller,https://www.fifaindex.com/players/fifa10/?position=30,ST,29,https://www.fifaindex.com/team/1806/stoke-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1806.png
https://www.fifaindex.com/player/111023/garrido/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/111023.png,https://www.fifaindex.com/players/fifa10/?nationality=45,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/45.png,74,83,Garrido,https://www.fifaindex.com/players/fifa10/?position=7,LB,24,https://www.fifaindex.com/team/10/manchester-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/10.png
https://www.fifaindex.com/player/53869/nicky-shorey/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/53869.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,74,82,Nicky Shorey,https://www.fifaindex.com/players/fifa10/?position=7,LB,28,https://www.fifaindex.com/team/2/aston-villa/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/2.png
https://www.fifaindex.com/player/53785/marcus-hahnemann/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/53785.png,https://www.fifaindex.com/players/fifa10/?nationality=95,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/95.png,74,78,Marcus Hahnemann,https://www.fifaindex.com/players/fifa10/?position=0,GK,37,https://www.fifaindex.com/team/110/wolverhampton-wanderers/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/110.png
https://www.fifaindex.com/player/53460/erik-edman/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/53460.png,https://www.fifaindex.com/players/fifa10/?nationality=46,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/46.png,74,76,Erik Edman,https://www.fifaindex.com/players/fifa10/?position=7,LB,30,https://www.fifaindex.com/team/1917/wigan-athletic/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1917.png
https://www.fifaindex.com/player/53384/andy-reid/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/53384.png,https://www.fifaindex.com/players/fifa10/?nationality=25,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/25.png,74,83,Andy Reid,https://www.fifaindex.com/players/fifa10/?position=19,LM,27,https://www.fifaindex.com/team/106/sunderland/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/106.png
https://www.fifaindex.com/player/53071/p%C3%A9ter-halmosi/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/53071.png,https://www.fifaindex.com/players/fifa10/?nationality=23,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/23.png,74,78,Péter Halmosi,https://www.fifaindex.com/players/fifa10/?position=19,LM,29,https://www.fifaindex.com/team/1952/hull-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1952.png
https://www.fifaindex.com/player/53015/jason-roberts/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/53015.png,https://www.fifaindex.com/players/fifa10/?nationality=77,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/77.png,74,78,Jason Roberts,https://www.fifaindex.com/players/fifa10/?position=30,ST,31,https://www.fifaindex.com/team/3/blackburn-rovers/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/3.png
https://www.fifaindex.com/player/50529/matthew-etherington/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/50529.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,74,80,Matthew Etherington,https://www.fifaindex.com/players/fifa10/?position=20,LWM,28,https://www.fifaindex.com/team/1806/stoke-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1806.png
https://www.fifaindex.com/player/19376/wade-elliott/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/19376.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,74,75,Wade Elliott,https://www.fifaindex.com/players/fifa10/?position=15,RM,30,https://www.fifaindex.com/team/1796/burnley/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1796.png
https://www.fifaindex.com/player/17146/teemu-tainio/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/17146.png,https://www.fifaindex.com/players/fifa10/?nationality=17,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/17.png,74,78,Teemu Tainio,https://www.fifaindex.com/players/fifa10/?position=17,CM,29,https://www.fifaindex.com/team/88/birmingham-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/88.png
https://www.fifaindex.com/player/11944/habib-beye/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/11944.png,https://www.fifaindex.com/players/fifa10/?nationality=136,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/136.png,74,82,Habib Beye,https://www.fifaindex.com/players/fifa10/?position=3,RB,31,https://www.fifaindex.com/team/2/aston-villa/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/2.png
https://www.fifaindex.com/player/11535/olivier-kapo/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/11535.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,74,81,Olivier Kapo,https://www.fifaindex.com/players/fifa10/?position=28,LF,28,https://www.fifaindex.com/team/1917/wigan-athletic/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1917.png
https://www.fifaindex.com/player/4111/richard-dunne/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/4111.png,https://www.fifaindex.com/players/fifa10/?nationality=25,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/25.png,74,75,Richard Dunne,https://www.fifaindex.com/players/fifa10/?position=5,CB,29,https://www.fifaindex.com/team/10/manchester-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/10.png
https://www.fifaindex.com/player/2587/kevin-phillips/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/2587.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,74,83,Kevin Phillips,https://www.fifaindex.com/players/fifa10/?position=30,ST,36,https://www.fifaindex.com/team/88/birmingham-city/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/88.png
https://www.fifaindex.com/player/1393/erik-nevland/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/1393.png,https://www.fifaindex.com/players/fifa10/?nationality=36,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/36.png,74,80,Erik Nevland,https://www.fifaindex.com/players/fifa10/?position=30,ST,31,https://www.fifaindex.com/team/144/fulham/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/144.png
https://www.fifaindex.com/player/189461/jack-wilshere/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/189461.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,73,90,Jack Wilshere,https://www.fifaindex.com/players/fifa10/?position=23,CAM,17,https://www.fifaindex.com/team/1/arsenal/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1.png
https://www.fifaindex.com/player/188164/jos%C3%A9-baxter/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/188164.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,73,88,José Baxter,https://www.fifaindex.com/players/fifa10/?position=27,CF,17,https://www.fifaindex.com/team/7/everton/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/7.png
https://www.fifaindex.com/player/186146/danny-welbeck/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/186146.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,73,85,Danny Welbeck,https://www.fifaindex.com/players/fifa10/?position=27,CF,18,https://www.fifaindex.com/team/11/manchester-united/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/11.png
https://www.fifaindex.com/player/183427/fabian-delph/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/183427.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,73,86,Fabian Delph,https://www.fifaindex.com/players/fifa10/?position=17,CM,19,https://www.fifaindex.com/team/2/aston-villa/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/2.png
https://www.fifaindex.com/player/179696/emiliano-insua/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/179696.png,https://www.fifaindex.com/players/fifa10/?nationality=52,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/52.png,73,82,Emiliano Insua,https://www.fifaindex.com/players/fifa10/?position=8,LWB,20,https://www.fifaindex.com/team/9/liverpool/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/9.png
https://www.fifaindex.com/player/177576/david-ngog/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/177576.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,73,80,David N'Gog,https://www.fifaindex.com/players/fifa10/?position=30,ST,20,https://www.fifaindex.com/team/9/liverpool/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/9.png
https://www.fifaindex.com/player/175092/maynor-figueroa/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/175092.png,https://www.fifaindex.com/players/fifa10/?nationality=81,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/81.png,73,75,Maynor Figueroa,https://www.fifaindex.com/players/fifa10/?position=7,LB,26,https://www.fifaindex.com/team/1917/wigan-athletic/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1917.png
https://www.fifaindex.com/player/173731/gareth-bale/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/173731.png,https://www.fifaindex.com/players/fifa10/?nationality=50,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/50.png,73,80,Gareth Bale,https://www.fifaindex.com/players/fifa10/?position=7,LB,20,https://www.fifaindex.com/team/18/tottenham-hotspur/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/18.png
https://www.fifaindex.com/player/169527/victor-anichebe/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/169527.png,https://www.fifaindex.com/players/fifa10/?nationality=133,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/133.png,73,82,Victor Anichebe,https://www.fifaindex.com/players/fifa10/?position=30,ST,21,https://www.fifaindex.com/team/7/everton/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/7.png
https://www.fifaindex.com/player/169464/armand-traor%C3%A9/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/169464.png,https://www.fifaindex.com/players/fifa10/?nationality=18,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/18.png,73,82,Armand Traoré,https://www.fifaindex.com/players/fifa10/?position=8,LWB,19,https://www.fifaindex.com/team/1/arsenal/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/1.png
https://www.fifaindex.com/player/163261/phil-bardsley/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/players/5/163261.png,https://www.fifaindex.com/players/fifa10/?nationality=14,https://fifastatic.fifaindex.com/FIFA21/images/flags/2/14.png,73,77,Phil Bardsley,https://www.fifaindex.com/players/fifa10/?position=3,RB,24,https://www.fifaindex.com/team/106/sunderland/fifa10/,https://fifastatic.fifaindex.com/FIFA10/images/teams/3/106.png
